element,name,medium,intensity,wavelength_angstrom,wavelength_m,frequency_hz,source
cesium,Cesium Cs I 5845.1400 A [air],air,5,5845.14,5.84514e-07,512891834926109.5,NIST Cesium strong lines
cesium,Cesium Cs II 5925.6300 A [air],air,500,5925.63,5.92563e-07,505925037506560.5,NIST Cesium strong lines
cesium,Cesium Cs I 6010.4900 A [air],air,10,6010.49,6.01049e-07,498782059366208.06,NIST Cesium strong lines
cesium,Cesium Cs I 6034.0900 A [air],air,1,6034.09,6.034090000000001e-07,496831267017893.3,NIST Cesium strong lines
cesium,Cesium Cs II 6128.6100 A [air],air,100,6128.61,6.12861e-07,489168764205912.94,NIST Cesium strong lines
cesium,Cesium Cs I 6213.1000 A [air],air,15,6213.1,6.2131e-07,482516711464486.3,NIST Cesium strong lines
cesium,Cesium Cs I 6217.6000 A [air],air,3,6217.6,6.217600000000001e-07,482167489063304.1,NIST Cesium strong lines
cesium,Cesium Cs I 6354.5500 A [air],air,5,6354.55,6.35455e-07,471776062821128.1,NIST Cesium strong lines
cesium,Cesium Cs II 6495.5300 A [air],air,80,6495.53,6.49553e-07,461536561296768.75,NIST Cesium strong lines
cesium,Cesium Cs II 6536.4400 A [air],air,100,6536.44,6.53644e-07,458647915379013.6,NIST Cesium strong lines
cesium,Cesium Cs I 6586.5100 A [air],air,8,6586.51,6.586510000000001e-07,455161319120444.6,NIST Cesium strong lines
cesium,Cesium Cs I 6628.6600 A [air],air,2,6628.66,6.628660000000001e-07,452267061517712.44,NIST Cesium strong lines
cesium,Cesium Cs II 6646.5700 A [air],air,90,6646.57,6.64657e-07,451048372318353.6,NIST Cesium strong lines
cesium,Cesium Cs I 6723.2800 A [air],air,50,6723.28,6.72328e-07,445902086481598.25,NIST Cesium strong lines
cesium,Cesium Cs II 6724.4700 A [air],air,100,6724.47,6.72447e-07,445823177142585.2,NIST Cesium strong lines
cesium,Cesium Cs I 6824.6500 A [air],air,3,6824.65,6.82465e-07,439278875839786.6,NIST Cesium strong lines
cesium,Cesium Cs I 6870.4500 A [air],air,5,6870.45,6.87045e-07,436350541813127.25,NIST Cesium strong lines
cesium,Cesium Cs II 6955.5000 A [air],air,400,6955.5,6.955500000000001e-07,431014963697793.06,NIST Cesium strong lines
cesium,Cesium Cs I 6973.3000 A [air],air,80,6973.3,6.973300000000001e-07,429914757718727.1,NIST Cesium strong lines
cesium,Cesium Cs II 6979.6700 A [air],air,150,6979.67,6.979670000000001e-07,429522395757965.56,NIST Cesium strong lines
cesium,Cesium Cs I 6983.4900 A [air],air,15,6983.49,6.98349e-07,429287445102663.56,NIST Cesium strong lines
cesium,Cesium Cs II 7149.5400 A [air],air,130,7149.54,7.14954e-07,419317128094954.3,NIST Cesium strong lines
cesium,Cesium Cs I 7228.5300 A [air],air,13,7228.53,7.22853e-07,414735026346988.94,NIST Cesium strong lines
cesium,Cesium Cs I 7279.9000 A [air],air,2,7279.9,7.2799e-07,411808483633016.94,NIST Cesium strong lines
cesium,Cesium Cs I 7279.9600 A [air],air,20,7279.96,7.279960000000001e-07,411805089588404.3,NIST Cesium strong lines
cesium,Cesium Cs I 7608.9000 A [air],air,40,7608.9,7.6089e-07,394002363022250.25,NIST Cesium strong lines
cesium,Cesium Cs II 7852.5200 A [air],air,25,7852.52,7.852520000000001e-07,381778662136486.06,NIST Cesium strong lines
cesium,Cesium Cs I 7943.8800 A [air],air,50,7943.88,7.943880000000001e-07,377387948961968.2,NIST Cesium strong lines
cesium,Cesium Cs II 7997.4400 A [air],air,200,7997.44,7.99744e-07,374860527868918.06,NIST Cesium strong lines
cesium,Cesium Cs II 8012.9800 A [air],air,20,8012.98,8.01298e-07,374133540830003.3,NIST Cesium strong lines
cesium,Cesium Cs I 8015.7300 A [air],air,60,8015.73,8.01573e-07,374005184805376.44,NIST Cesium strong lines
cesium,Cesium Cs II 8047.1300 A [air],air,80,8047.13,8.04713e-07,372545811985142.5,NIST Cesium strong lines
cesium,Cesium Cs I 8078.9400 A [air],air,8,8078.94,8.07894e-07,371078950951486.25,NIST Cesium strong lines
cesium,Cesium Cs I 8079.0400 A [air],air,70,8079.04,8.07904e-07,371074357844496.4,NIST Cesium strong lines
cesium,Cesium Cs II 8608.3100 A [air],air,15,8608.31,8.60831e-07,348259365659461.6,NIST Cesium strong lines
cesium,Cesium Cs I 9172.3200 A [air],air,300,9172.32,9.17232e-07,326844743750763.2,NIST Cesium strong lines
cesium,Cesium Cs I 9208.5300 A [air],air,90,9208.53,9.208530000000001e-07,325559517099906.25,NIST Cesium strong lines
cesium,Cesium Cs II 9220.7500 A [air],air,30,9220.75,9.220750000000001e-07,325128062250901.5,NIST Cesium strong lines
cesium,Cesium Cs II 9994.7900 A [air],air,14,9994.79,9.994790000000002e-07,299948731289001.5,NIST Cesium strong lines
cesium,Cesium Cs I 10024.3600 A [air],air,300,10024.36,1.002436e-06,299063938246431.7,NIST Cesium strong lines
cesium,Cesium Cs I 10123.4100 A [air],air,80,10123.41,1.012341e-06,296137821149197.75,NIST Cesium strong lines
cesium,Cesium Cs I 10123.6000 A [air],air,400,10123.6,1.01236e-06,296132263226520.2,NIST Cesium strong lines
cesium,Cesium Cs II 10176.0200 A [air],air,30,10176.02,1.017602e-06,294606789294832.3,NIST Cesium strong lines
cesium,Cesium Cs II 10379.6600 A [air],air,25,10379.66,1.037966e-06,288826857527125.2,NIST Cesium strong lines
cesium,Cesium Cs II 10480.9300 A [air],air,13,10480.93,1.048093e-06,286036122748649.2,NIST Cesium strong lines
cesium,Cesium Cs II 10504.5100 A [air],air,50,10504.51,1.050451e-06,285394043130046.0,NIST Cesium strong lines
cesium,Cesium Cs II 10807.8800 A [air],air,20,10807.88,1.080788e-06,277383222241549.7,NIST Cesium strong lines
cesium,Cesium Cs II 12604.2900 A [air],air,11,12604.29,1.2604290000000002e-06,237849540116896.66,NIST Cesium strong lines
cesium,Cesium Cs II 12735.5200 A [air],air,20,12735.52,1.2735520000000001e-06,235398678656230.75,NIST Cesium strong lines
cesium,Cesium Cs I 13424.3100 A [air],air,50,13424.31,1.342431e-06,223320571411119.06,NIST Cesium strong lines
cesium,Cesium Cs I 13602.5600 A [air],air,140,13602.56,1.360256e-06,220394144925661.06,NIST Cesium strong lines
cesium,Cesium Cs II 13692.9100 A [air],air,40,13692.91,1.3692910000000001e-06,218939917081175.56,NIST Cesium strong lines
cesium,Cesium Cs I 13758.8100 A [air],air,90,13758.81,1.375881e-06,217891269666490.06,NIST Cesium strong lines
cesium,Cesium Cs II 13868.8200 A [air],air,14,13868.82,1.386882e-06,216162916527866.12,NIST Cesium strong lines
cesium,Cesium Cs II 15293.8000 A [air],air,20,15293.8,1.52938e-06,196022216846042.2,NIST Cesium strong lines
cesium,Cesium Cs II 15356.6100 A [air],air,15,15356.61,1.5356610000000002e-06,195220467277608.78,NIST Cesium strong lines
cesium,Cesium Cs II 16426.1400 A [air],air,11,16426.14,1.642614e-06,182509377126945.22,NIST Cesium strong lines
cesium,Cesium Cs I 16535.6300 A [air],air,13,16535.63,1.6535630000000002e-06,181300898725963.25,NIST Cesium strong lines
cesium,Cesium Cs I 17012.3200 A [air],air,25,17012.32,1.701232e-06,176220796458096.25,NIST Cesium strong lines
cesium,Cesium Cs I 20138.4700 A [air],air,12,20138.47,2.0138470000000003e-06,148865558307061.03,NIST Cesium strong lines
cesium,Cesium Cs I 22811.8600 A [air],air,14,22811.86,2.2811860000000003e-06,131419558948722.27,NIST Cesium strong lines
cesium,Cesium Cs I 23037.9800 A [air],air,20,23037.98,2.3037980000000002e-06,130129663277770.0,NIST Cesium strong lines
cesium,Cesium Cs I 23344.4700 A [air],air,60,23344.47,2.3344470000000003e-06,128421188401364.42,NIST Cesium strong lines
cesium,Cesium Cs I 24251.2100 A [air],air,70,24251.21,2.425121e-06,123619587641194.0,NIST Cesium strong lines
cesium,Cesium Cs I 24374.9600 A [air],air,14,24374.96,2.437496e-06,122991979474017.61,NIST Cesium strong lines
cesium,Cesium Cs II 25220.3700 A [air],air,9,25220.37,2.522037e-06,118869175194495.55,NIST Cesium strong lines
cesium,Cesium Cs I 25764.7300 A [air],air,8,25764.73,2.576473e-06,116357694414030.34,NIST Cesium strong lines
cesium,Cesium Cs I 29310.0600 A [air],air,11,29310.06,2.931006e-06,102283126680736.92,NIST Cesium strong lines
cesium,Cesium Cs I 30103.2700 A [air],air,50,30103.27,3.0103270000000003e-06,99588004226783.33,NIST Cesium strong lines
cesium,Cesium Cs I 30953.0600 A [air],air,10,30953.06,3.0953060000000004e-06,96853900066746.22,NIST Cesium strong lines
cesium,Cesium Cs I 34900.1300 A [air],air,20,34900.13,3.4900129999999998e-06,85900097793332.0,NIST Cesium strong lines
cesium,Cesium Cs I 36131.0000 A [air],air,3,36131.0,3.6131e-06,82973750518944.95,NIST Cesium strong lines
