scope,lhs,rhs,delta_tick,nearest_horizon,horizon_error,nearest_landmark,landmark_error
nist-selected-same-element,Helium He II 1025.2700 A [vacuum],Helium He II 6560.1000 A [air],129.36094814074022,128.0,1.36094814074022,128.0,1.36094814074022
nist-selected-self,Sodium Na I 7809.7800 A [air],Cesium Cs II 12604.2900 A [air],33.36115564222746,32.0,1.3611556422274589,32.0,1.3611556422274589
nist-selected-self,Helium He I 3867.4800 A [air],Cesium Cs II 7852.5200 A [air],49.36154110348798,48.0,1.3615411034879799,48.0,1.3615411034879799
nist-selected-self,Cesium Cs II 5925.6300 A [air],Cesium Cs I 23037.9800 A [air],94.63845364541794,96.0,1.3615463545820603,96.0,1.3615463545820603
nist-selected-same-element,Cesium Cs II 5925.6300 A [air],Cesium Cs I 23037.9800 A [air],94.63845364541794,96.0,1.3615463545820603,96.0,1.3615463545820603
nist-selected-self,Helium He I 5875.6404 A [air],Sodium Na II 3009.1400 A [air],46.6384385648098,48.0,1.3615614351901968,48.0,1.3615614351901968
nist-selected-self,Sodium Na II 2661.0000 A [air],Sodium Na I 16373.8500 A [air],126.63814783487123,128.0,1.3618521651287665,128.0,1.3618521651287665
nist-selected-same-element,Sodium Na II 2661.0000 A [air],Sodium Na I 16373.8500 A [air],126.63814783487123,128.0,1.3618521651287665,128.0,1.3618521651287665
nist-selected-self,Helium He I 5875.6148 A [air],Sodium Na II 3009.1400 A [air],46.63813489665063,48.0,1.3618651033493734,48.0,1.3618651033493734
nist-selected-self,Cesium Cs II 4068.7800 A [air],Cesium Cs II 9994.7900 A [air],62.638063830436295,64.0,1.3619361695637053,64.0,1.3619361695637053
nist-selected-same-element,Cesium Cs II 4068.7800 A [air],Cesium Cs II 9994.7900 A [air],62.638063830436295,64.0,1.3619361695637053,64.0,1.3619361695637053
nist-selected-self,Sodium Na I 4324.6200 A [air],Cesium Cs II 6979.6700 A [air],33.36233524224099,32.0,1.362335242240988,32.0,1.362335242240988
nist-selected-self,Sodium Na I 6154.2250 A [air],Cesium Cs II 3965.2000 A [air],30.63754692434486,32.0,1.3624530756551394,32.0,1.3624530756551394
nist-selected-self,Helium He I 18697.2300 A [air],Cesium Cs I 9208.5300 A [air],49.36250214754091,48.0,1.3625021475409085,48.0,1.3625021475409085
nist-selected-self,Sodium Na II 5414.5500 A [air],Sodium Na I 10572.2800 A [air],46.637391176685924,48.0,1.3626088233140763,48.0,1.3626088233140763
nist-selected-same-element,Sodium Na II 5414.5500 A [air],Sodium Na I 10572.2800 A [air],46.637391176685924,48.0,1.3626088233140763,48.0,1.3626088233140763
nist-selected-self,Helium He I 21132.0300 A [air],Cesium Cs II 5227.0400 A [air],97.36273867891032,96.0,1.3627386789103184,96.0,1.3627386789103184
nist-selected-self,Helium He I 4471.6800 A [air],Sodium Na II 2881.1500 A [air],30.63699731530778,32.0,1.3630026846922192,32.0,1.3630026846922192
nist-selected-self,Sodium Na II 2315.6500 A [air],Sodium Na I 5688.2050 A [air],62.63691731387826,64.0,1.3630826861217429,64.0,1.3630826861217429
nist-selected-same-element,Sodium Na II 2315.6500 A [air],Sodium Na I 5688.2050 A [air],62.63691731387826,64.0,1.3630826861217429,64.0,1.3630826861217429
nist-selected-self,Sodium Na II 2315.6500 A [air],Sodium Na I 5688.1930 A [air],62.63677027911763,64.0,1.363229720882373,64.0,1.363229720882373
nist-selected-same-element,Sodium Na II 2315.6500 A [air],Sodium Na I 5688.1930 A [air],62.63677027911763,64.0,1.363229720882373,64.0,1.363229720882373
nist-selected-self,Helium He I 7065.7086 A [air],Sodium Na I 11403.7800 A [air],33.363325535950935,32.0,1.3633255359509349,32.0,1.3633255359509349
nist-selected-self,Helium He I 12790.5700 A [air],Sodium Na II 3163.7400 A [air],97.36333541862678,96.0,1.3633354186267752,96.0,1.3633354186267752
nist-selected-self,Helium He II 1640.4742 A [vacuum],Helium He II 3203.1000 A [air],46.63655743068375,48.0,1.3634425693162484,48.0,1.3634425693162484
nist-selected-same-element,Helium He II 1640.4742 A [vacuum],Helium He II 3203.1000 A [air],46.63655743068375,48.0,1.3634425693162484,48.0,1.3634425693162484
nist-selected-self,Helium He I 10027.7300 A [air],Cesium Cs I 6213.1000 A [air],33.36351497534906,32.0,1.3635149753490623,32.0,1.3635149753490623
nist-selected-self,Sodium Na II 3137.8600 A [air],Cesium Cs II 4870.0400 A [air],30.636053254004764,32.0,1.3639467459952357,32.0,1.3639467459952357
nist-selected-self,Sodium Na II 2594.9600 A [air],Cesium Cs I 6628.6600 A [air],65.3639668168098,64.0,1.363966816809807,64.0,1.363966816809807
nist-selected-self,Sodium Na II 1787.1900 A [vacuum],Sodium Na I 4390.0300 A [air],62.63602518155767,64.0,1.3639748184423297,64.0,1.3639748184423297
nist-selected-same-element,Sodium Na II 1787.1900 A [vacuum],Sodium Na I 4390.0300 A [air],62.63602518155767,64.0,1.3639748184423297,64.0,1.3639748184423297
nist-selected-self,Helium He I 4921.9310 A [air],Cesium Cs I 7943.8800 A [air],33.3639748790265,32.0,1.3639748790265003,32.0,1.3639748790265003
nist-selected-self,Sodium Na II 2661.0000 A [air],Cesium Cs II 6536.4400 A [air],62.63596774805956,64.0,1.3640322519404435,64.0,1.3640322519404435
nist-selected-self,Helium He II 1640.4897 A [vacuum],Helium He II 3203.1000 A [air],46.63589890336698,48.0,1.3641010966330214,48.0,1.3641010966330214
nist-selected-same-element,Helium He II 1640.4897 A [vacuum],Helium He II 3203.1000 A [air],46.63589890336698,48.0,1.3641010966330214,48.0,1.3641010966330214
nist-selected-self,Cesium Cs II 3896.9900 A [air],Cesium Cs I 7608.9000 A [air],46.635192068987635,48.0,1.3648079310123649,48.0,1.3648079310123649
nist-selected-same-element,Cesium Cs II 3896.9900 A [air],Cesium Cs I 7608.9000 A [air],46.635192068987635,48.0,1.3648079310123649,48.0,1.3648079310123649
nist-selected-self,Sodium Na II 1807.0900 A [vacuum],Cesium Cs II 4616.1700 A [air],65.36507990136215,64.0,1.3650799013621508,64.0,1.3650799013621508
nist-selected-self,Sodium Na I 18465.2500 A [air],Cesium Cs I 7228.5300 A [air],65.36559224844405,64.0,1.3655922484440453,64.0,1.3655922484440453
nist-selected-self,Helium He II 1640.5326 A [vacuum],Helium He II 3203.1000 A [air],46.634076302138965,48.0,1.3659236978610352,48.0,1.3659236978610352
nist-selected-same-element,Helium He II 1640.5326 A [vacuum],Helium He II 3203.1000 A [air],46.634076302138965,48.0,1.3659236978610352,48.0,1.3659236978610352
nist-selected-self,Hydrogen H I 6562.8518 A [air],Sodium Na II 2671.8300 A [air],62.63394099289053,64.0,1.3660590071094703,64.0,1.3660590071094703
nist-selected-self,Helium He I 4471.4790 A [air],Sodium Na II 2881.1500 A [air],30.63386440000886,32.0,1.3661355999911393,32.0,1.3661355999911393
nist-selected-self,Sodium Na II 3327.6900 A [air],Cesium Cs II 5370.9900 A [air],33.36627430426324,32.0,1.3662743042632428,32.0,1.3662743042632428
nist-selected-self,Sodium Na II 3137.8600 A [air],Cesium Cs I 8015.7300 A [air],65.3662844004466,64.0,1.3662844004466024,64.0,1.3662844004466024
nist-selected-self,Cesium Cs II 4763.6400 A [air],Cesium Cs I 29310.0600 A [air],126.63362881688226,128.0,1.3663711831177352,128.0,1.3663711831177352
nist-selected-same-element,Cesium Cs II 4763.6400 A [air],Cesium Cs I 29310.0600 A [air],126.63362881688226,128.0,1.3663711831177352,128.0,1.3663711831177352
nist-selected-self,Sodium Na I 8649.9200 A [air],Cesium Cs I 13424.3100 A [air],30.632990658550625,32.0,1.367009341449375,32.0,1.367009341449375
nist-selected-self,Hydrogen H I 6562.7248 A [air],Sodium Na II 2671.8300 A [air],62.632592250900416,64.0,1.3674077490995842,64.0,1.3674077490995842
nist-selected-self,Helium He I 4026.3600 A [air],Cesium Cs I 25764.7300 A [air],129.36749311242056,128.0,1.3674931124205614,128.0,1.3674931124205614
nist-selected-self,Hydrogen H I 6562.7110 A [air],Sodium Na II 2671.8300 A [air],62.63244569311064,64.0,1.3675543068893603,64.0,1.3675543068893603
nist-selected-self,Helium He II 30908.5000 A [air],Cesium Cs II 4830.1900 A [air],129.36760896417945,128.0,1.3676089641794533,128.0,1.3676089641794533
nist-selected-self,Sodium Na II 2886.2600 A [air],Cesium Cs I 5635.2100 A [air],46.63231449208706,48.0,1.3676855079129382,48.0,1.3676855079129382
nist-selected-self,Helium He I 21132.0300 A [air],Sodium Na I 3302.3700 A [air],129.367893593163,128.0,1.3678935931629894,128.0,1.3678935931629894
nist-selected-self,Helium He II 958.7000 A [vacuum],Cesium Cs I 3876.1500 A [air],97.3679467944412,96.0,1.3679467944411954,96.0,1.3679467944411954
nist-selected-self,Helium He I 7065.2153 A [air],Sodium Na I 11403.7800 A [air],33.36819167042631,32.0,1.368191670426313,32.0,1.368191670426313
nist-selected-self,Helium He I 509.9983 A [vacuum],Sodium Na II 3137.8600 A [air],126.63155360557903,128.0,1.368446394420971,128.0,1.368446394420971
nist-selected-self,Helium He I 7065.1771 A [air],Sodium Na I 11403.7800 A [air],33.36856850668937,32.0,1.3685685066893711,32.0,1.3685685066893711
nist-selected-self,Cesium Cs II 4068.7800 A [air],Cesium Cs I 7943.8800 A [air],46.631321532338916,48.0,1.3686784676610841,48.0,1.3686784676610841
nist-selected-same-element,Cesium Cs II 4068.7800 A [air],Cesium Cs I 7943.8800 A [air],46.631321532338916,48.0,1.3686784676610841,48.0,1.3686784676610841
nist-selected-self,Sodium Na II 1881.9100 A [vacuum],Cesium Cs I 7608.9000 A [air],97.36877788512993,96.0,1.36877788512993,96.0,1.36877788512993
nist-selected-self,Helium He I 3354.5500 A [air],Sodium Na II 5414.5500 A [air],33.368941030663336,32.0,1.3689410306633363,32.0,1.3689410306633363
nist-selected-self,Sodium Na II 4455.2300 A [air],Sodium Na I 11381.4500 A [air],65.3691648273898,64.0,1.3691648273897954,64.0,1.3691648273897954
nist-selected-same-element,Sodium Na II 4455.2300 A [air],Sodium Na I 11381.4500 A [air],65.3691648273898,64.0,1.3691648273897954,64.0,1.3691648273897954
nist-selected-self,Sodium Na I 5682.6330 A [air],Cesium Cs I 9172.3200 A [air],33.36918010997306,32.0,1.3691801099730583,32.0,1.3691801099730583
nist-selected-self,Helium He I 9516.6000 A [air],Sodium Na I 5895.9240 A [air],33.369236280769655,32.0,1.3692362807696554,32.0,1.3692362807696554
nist-selected-self,Sodium Na II 3163.7400 A [air],Cesium Cs II 813.8400 A [vacuum],94.63073238929792,96.0,1.3692676107020816,96.0,1.3692676107020816
nist-selected-self,Sodium Na II 2951.2400 A [air],Cesium Cs II 4763.6400 A [air],33.369953003663795,32.0,1.3699530036637952,32.0,1.3699530036637952
nist-selected-self,Helium He I 4026.1910 A [air],Cesium Cs I 25764.7300 A [air],129.37041858996508,128.0,1.3704185899650838,128.0,1.3704185899650838
nist-selected-self,Sodium Na II 2901.1400 A [air],Cesium Cs I 5664.0200 A [air],46.6293354207437,48.0,1.3706645792562995,48.0,1.3706645792562995
nist-selected-self,Sodium Na I 5153.4020 A [air],Cesium Cs II 7997.4400 A [air],30.62931353838667,32.0,1.3706864616133316,32.0,1.3706864616133316
nist-selected-self,Helium He I 4921.9310 A [air],Cesium Cs II 9994.7900 A [air],49.37071717712388,48.0,1.370717177123879,48.0,1.370717177123879
nist-selected-self,Sodium Na II 2841.7200 A [air],Cesium Cs II 6979.6700 A [air],62.62909927799774,64.0,1.3709007220022613,64.0,1.3709007220022613
nist-selected-self,Helium He I 4437.5500 A [air],Sodium Na II 2859.4900 A [air],30.628945798915993,32.0,1.3710542010840072,32.0,1.3710542010840072
nist-selected-self,Sodium Na II 376.3800 A [vacuum],Sodium Na II 2315.6500 A [air],126.62859066350029,128.0,1.3714093364997098,128.0,1.3714093364997098
nist-selected-same-element,Sodium Na II 376.3800 A [vacuum],Sodium Na II 2315.6500 A [air],126.62859066350029,128.0,1.3714093364997098,128.0,1.3714093364997098
nist-selected-self,Hydrogen H I 9545.9700 A [air],Helium He II 18636.8000 A [air],46.62856321628806,48.0,1.3714367837119426,48.0,1.3714367837119426
nist-selected-self,Sodium Na II 3631.2700 A [air],Cesium Cs I 5635.2100 A [air],30.628446032901593,32.0,1.3715539670984072,32.0,1.3715539670984072
nist-selected-self,Helium He I 18685.3400 A [air],Sodium Na II 2919.8500 A [air],129.3719016996929,128.0,1.3719016996928985,128.0,1.3719016996928985
nist-selected-self,Sodium Na II 3189.7900 A [air],Sodium Na I 5148.8380 A [air],33.3719960551316,32.0,1.3719960551316035,32.0,1.3719960551316035
nist-selected-same-element,Sodium Na II 3189.7900 A [air],Sodium Na I 5148.8380 A [air],33.3719960551316,32.0,1.3719960551316035,32.0,1.3719960551316035
nist-selected-self,Sodium Na I 4497.6600 A [air],Cesium Cs II 6979.6700 A [air],30.627917149043242,32.0,1.3720828509567582,32.0,1.3720828509567582
nist-selected-self,Helium He II 2511.2000 A [air],Cesium Cs II 3896.9900 A [air],30.627872371627745,32.0,1.3721276283722545,32.0,1.3721276283722545
nist-selected-self,Helium He I 4713.1460 A [air],Sodium Na II 2919.8500 A [air],33.37251224924785,32.0,1.3725122492478476,32.0,1.3725122492478476
nist-selected-self,Sodium Na II 2531.5400 A [air],Cesium Cs I 6217.6000 A [air],62.62659241404617,64.0,1.373407585953828,64.0,1.373407585953828
nist-selected-self,Cesium Cs II 10176.0200 A [air],Cesium Cs II 16426.1400 A [air],33.37367032207021,32.0,1.3736703220702111,32.0,1.3736703220702111
nist-selected-same-element,Cesium Cs II 10176.0200 A [air],Cesium Cs II 16426.1400 A [air],33.37367032207021,32.0,1.3736703220702111,32.0,1.3736703220702111
nist-selected-self,Helium He II 3203.1000 A [air],Sodium Na I 8183.2560 A [air],65.3736863749391,64.0,1.3736863749390977,64.0,1.3736863749390977
nist-selected-self,Sodium Na II 2923.4900 A [air],Cesium Cs II 1883.9300 A [vacuum],30.62608491510946,32.0,1.373915084890541,32.0,1.373915084890541
nist-selected-self,Helium He II 256.3177 A [vacuum],Helium He II 1640.3321 A [vacuum],129.37394350901832,128.0,1.3739435090183179,128.0,1.3739435090183179
nist-selected-same-element,Helium He II 256.3177 A [vacuum],Helium He II 1640.3321 A [vacuum],129.37394350901832,128.0,1.3739435090183179,128.0,1.3739435090183179
nist-selected-self,Hydrogen H I 3970.0720 A [air],Sodium Na I 6160.7470 A [air],30.62578649219722,32.0,1.3742135078027786,32.0,1.3742135078027786
nist-selected-self,Helium He II 256.3166 A [vacuum],Helium He II 1640.3321 A [vacuum],129.37424261739307,128.0,1.3742426173930653,128.0,1.3742426173930653
nist-selected-same-element,Helium He II 256.3166 A [vacuum],Helium He II 1640.3321 A [vacuum],129.37424261739307,128.0,1.3742426173930653,128.0,1.3742426173930653
nist-selected-self,Sodium Na II 1776.5700 A [vacuum],Cesium Cs II 4363.3000 A [air],62.625752272932914,64.0,1.374247727067086,64.0,1.374247727067086
nist-selected-self,Helium He II 256.3177 A [vacuum],Helium He II 1640.3447 A [vacuum],129.3744788748454,128.0,1.3744788748454084,128.0,1.3744788748454084
nist-selected-same-element,Helium He II 256.3177 A [vacuum],Helium He II 1640.3447 A [vacuum],129.3744788748454,128.0,1.3744788748454084,128.0,1.3744788748454084
nist-selected-self,Helium He II 256.3166 A [vacuum],Helium He II 1640.3447 A [vacuum],129.37477798322016,128.0,1.3747779832201559,128.0,1.3747779832201559
nist-selected-same-element,Helium He II 256.3166 A [vacuum],Helium He II 1640.3447 A [vacuum],129.37477798322016,128.0,1.3747779832201559,128.0,1.3747779832201559
nist-selected-self,Sodium Na I 8650.8900 A [air],Cesium Cs I 13424.3100 A [air],30.625175301094714,32.0,1.374824698905286,32.0,1.374824698905286
nist-selected-self,Hydrogen H I 46525.1000 A [air],Helium He I 11969.1200 A [air],94.62484910574403,96.0,1.3751508942559667,96.0,1.3751508942559667
nist-selected-self,Cesium Cs I 5465.9400 A [air],Cesium Cs I 13424.3100 A [air],62.62484754756406,64.0,1.375152452435941,64.0,1.375152452435941
nist-selected-same-element,Cesium Cs I 5465.9400 A [air],Cesium Cs I 13424.3100 A [air],62.62484754756406,64.0,1.375152452435941,64.0,1.375152452435941
nist-selected-self,Sodium Na II 3318.0400 A [air],Sodium Na I 5148.8380 A [air],30.624602001933454,32.0,1.3753979980665463,32.0,1.3753979980665463
nist-selected-same-element,Sodium Na II 3318.0400 A [air],Sodium Na I 5148.8380 A [air],30.624602001933454,32.0,1.3753979980665463,32.0,1.3753979980665463
nist-selected-self,Cesium Cs II 4277.1300 A [air],Cesium Cs II 10504.5100 A [air],62.624243477827804,64.0,1.3757565221721961,64.0,1.3757565221721961
nist-selected-same-element,Cesium Cs II 4277.1300 A [air],Cesium Cs II 10504.5100 A [air],62.624243477827804,64.0,1.3757565221721961,64.0,1.3757565221721961
nist-selected-self,Helium He II 256.3177 A [vacuum],Helium He II 1640.3750 A [vacuum],129.3757662853559,128.0,1.375766285355894,128.0,1.375766285355894
nist-selected-same-element,Helium He II 256.3177 A [vacuum],Helium He II 1640.3750 A [vacuum],129.3757662853559,128.0,1.375766285355894,128.0,1.375766285355894
nist-selected-self,Helium He I 10829.0911 A [air],Sodium Na II 2678.0900 A [air],97.3758091265936,96.0,1.3758091265935946,96.0,1.3758091265935946
nist-selected-self,Helium He I 9516.6000 A [air],Sodium Na I 14767.4800 A [air],30.62411501000861,32.0,1.3758849899913912,32.0,1.3758849899913912
nist-selected-self,Helium He I 4713.3800 A [air],Sodium Na II 2919.8500 A [air],33.37597250131057,32.0,1.3759725013105708,32.0,1.3759725013105708
nist-selected-self,Helium He II 256.3166 A [vacuum],Helium He II 1640.3750 A [vacuum],129.37606539373064,128.0,1.3760653937306415,128.0,1.3760653937306415
nist-selected-same-element,Helium He II 256.3166 A [vacuum],Helium He II 1640.3750 A [vacuum],129.37606539373064,128.0,1.3760653937306415,128.0,1.3760653937306415
nist-selected-self,Helium He I 2829.0800 A [air],Sodium Na I 4390.0300 A [air],30.623743288200785,32.0,1.3762567117992148,32.0,1.3762567117992148
nist-selected-self,Helium He II 256.3177 A [vacuum],Helium He II 1640.3914 A [vacuum],129.37646309168667,128.0,1.3764630916866736,128.0,1.3764630916866736
nist-selected-same-element,Helium He II 256.3177 A [vacuum],Helium He II 1640.3914 A [vacuum],129.37646309168667,128.0,1.3764630916866736,128.0,1.3764630916866736
nist-selected-self,Helium He II 1215.0900 A [vacuum],Sodium Na II 2984.1900 A [air],62.623389013106134,64.0,1.3766109868938656,64.0,1.3766109868938656
nist-selected-self,Helium He II 256.3166 A [vacuum],Helium He II 1640.3914 A [vacuum],129.37676220006142,128.0,1.376762200061421,128.0,1.376762200061421
nist-selected-same-element,Helium He II 256.3166 A [vacuum],Helium He II 1640.3914 A [vacuum],129.37676220006142,128.0,1.376762200061421,128.0,1.376762200061421
nist-selected-self,Helium He I 19543.0800 A [air],Sodium Na II 3053.6700 A [air],129.37678742135813,128.0,1.3767874213581308,128.0,1.3767874213581308
nist-selected-self,Sodium Na II 1776.5700 A [vacuum],Cesium Cs II 4538.9700 A [air],65.37679140647288,64.0,1.3767914064728757,64.0,1.3767914064728757
nist-selected-self,Helium He I 3705.0000 A [air],Sodium Na I 9465.9400 A [air],65.3768791686889,64.0,1.3768791686889017,64.0,1.3768791686889017
nist-selected-self,Helium He I 3888.6046 A [air],Cesium Cs I 6034.0900 A [air],30.623059364033907,32.0,1.3769406359660934,32.0,1.3769406359660934
nist-selected-self,Helium He I 9702.6000 A [air],Cesium Cs I 6010.4900 A [air],33.37698918277874,32.0,1.3769891827787433,32.0,1.3769891827787433
nist-selected-self,Cesium Cs I 3888.6100 A [air],Cesium Cs I 6034.0900 A [air],30.62296257788057,32.0,1.3770374221194288,32.0,1.3770374221194288
nist-selected-same-element,Cesium Cs I 3888.6100 A [air],Cesium Cs I 6034.0900 A [air],30.62296257788057,32.0,1.3770374221194288,32.0,1.3770374221194288
nist-selected-self,Sodium Na II 2871.2800 A [air],Cesium Cs II 5831.1400 A [air],49.37709961148903,48.0,1.3770996114890295,48.0,1.3770996114890295
nist-selected-self,Sodium Na II 1881.9100 A [vacuum],Cesium Cs II 926.6600 A [vacuum],49.37718154795948,48.0,1.3771815479594807,48.0,1.3771815479594807
nist-selected-self,Helium He I 3888.6456 A [air],Cesium Cs I 6034.0900 A [air],30.622324509573446,32.0,1.3776754904265545,32.0,1.3776754904265545
nist-selected-self,Helium He I 3888.6489 A [air],Cesium Cs I 6034.0900 A [air],30.622265363088445,32.0,1.3777346369115548,32.0,1.3777346369115548
nist-selected-self,Helium He I 2818.2000 A [air],Cesium Cs II 4373.0400 A [air],30.622038908370087,32.0,1.3779610916299134,32.0,1.3779610916299134
nist-selected-self,Helium He I 2763.8000 A [air],Helium He I 17002.4700 A [air],126.62201475414895,128.0,1.3779852458510504,128.0,1.3779852458510504
nist-selected-same-element,Helium He I 2763.8000 A [air],Helium He I 17002.4700 A [air],126.62201475414895,128.0,1.3779852458510504,128.0,1.3779852458510504
nist-selected-self,Hydrogen H I 949.7430 A [vacuum],Cesium Cs II 2332.4600 A [air],62.621796912491845,64.0,1.3782030875081546,64.0,1.3782030875081546
nist-selected-self,Helium He II 2733.3000 A [air],Cesium Cs I 6983.4900 A [air],65.37843251558661,64.0,1.37843251558661,64.0,1.37843251558661
nist-selected-self,Cesium Cs I 6010.4900 A [air],Cesium Cs II 15356.6100 A [air],65.37847453029372,64.0,1.3784745302937154,64.0,1.3784745302937154
nist-selected-same-element,Cesium Cs I 6010.4900 A [air],Cesium Cs II 15356.6100 A [air],65.37847453029372,64.0,1.3784745302937154,64.0,1.3784745302937154
nist-selected-self,Sodium Na II 3124.4200 A [air],Cesium Cs II 5043.8000 A [air],33.378626046827776,32.0,1.378626046827776,32.0,1.378626046827776
nist-selected-self,Helium He I 10830.3398 A [air],Cesium Cs II 6979.6700 A [air],30.62132538343576,32.0,1.3786746165642398,32.0,1.3786746165642398
nist-selected-self,Helium He I 4713.3800 A [air],Cesium Cs I 7608.9000 A [air],33.37878229000853,32.0,1.3787822900085303,32.0,1.3787822900085303
nist-selected-self,Sodium Na II 3135.4800 A [air],Sodium Na I 12679.1700 A [air],97.37901084310033,96.0,1.3790108431003318,96.0,1.3790108431003318
nist-selected-same-element,Sodium Na II 3135.4800 A [air],Sodium Na I 12679.1700 A [air],97.37901084310033,96.0,1.3790108431003318,96.0,1.3790108431003318
nist-selected-self,Helium He I 12845.9600 A [air],Sodium Na II 3304.9600 A [air],94.62087934360625,96.0,1.3791206563937521,96.0,1.3791206563937521
nist-selected-self,Cesium Cs I 6628.6600 A [air],Cesium Cs I 25764.7300 A [air],94.62079818651364,96.0,1.379201813486361,96.0,1.379201813486361
nist-selected-same-element,Cesium Cs I 6628.6600 A [air],Cesium Cs I 25764.7300 A [air],94.62079818651364,96.0,1.379201813486361,96.0,1.379201813486361
hydrogen-self,H line 4101.7400 A [air],H line 26251.5000 A [air],129.3792088808732,128.0,1.3792088808731933,128.0,1.3792088808731933
nist-selected-self,Hydrogen H I 4101.7400 A [air],Hydrogen H I 26251.5000 A [air],129.3792088808732,128.0,1.3792088808731933,128.0,1.3792088808731933
nist-selected-same-element,Hydrogen H I 4101.7400 A [air],Hydrogen H I 26251.5000 A [air],129.3792088808732,128.0,1.3792088808731933,128.0,1.3792088808731933
nist-selected-self,Helium He I 10830.2501 A [air],Cesium Cs II 6979.6700 A [air],30.62074813108302,32.0,1.379251868916981,32.0,1.379251868916981
nist-selected-self,Sodium Na II 2859.4900 A [air],Cesium Cs II 4616.1700 A [air],33.379390581199914,32.0,1.3793905811999139,32.0,1.3793905811999139
nist-selected-self,Sodium Na II 1404.6800 A [vacuum],Sodium Na I 2852.8100 A [air],49.37991233034063,48.0,1.3799123303406304,48.0,1.3799123303406304
nist-selected-same-element,Sodium Na II 1404.6800 A [vacuum],Sodium Na I 2852.8100 A [air],49.37991233034063,48.0,1.3799123303406304,48.0,1.3799123303406304
nist-selected-self,Helium He II 256.3177 A [vacuum],Helium He II 1640.4742 A [vacuum],129.3799810075243,128.0,1.379981007524293,128.0,1.379981007524293
nist-selected-same-element,Helium He II 256.3177 A [vacuum],Helium He II 1640.4742 A [vacuum],129.3799810075243,128.0,1.379981007524293,128.0,1.379981007524293
nist-selected-self,Sodium Na II 1404.6800 A [vacuum],Cesium Cs II 2267.6500 A [air],33.38025931372522,32.0,1.3802593137252188,32.0,1.3802593137252188
nist-selected-self,Helium He II 256.3166 A [vacuum],Helium He II 1640.4742 A [vacuum],129.38028011589904,128.0,1.3802801158990405,128.0,1.3802801158990405
nist-selected-same-element,Helium He II 256.3166 A [vacuum],Helium He II 1640.4742 A [vacuum],129.38028011589904,128.0,1.3802801158990405,128.0,1.3802801158990405
nist-selected-self,Helium He I 9526.1700 A [air],Cesium Cs II 4880.0500 A [air],46.61937978367678,48.0,1.3806202163232228,48.0,1.3806202163232228
nist-selected-self,Helium He II 256.3177 A [vacuum],Helium He II 1640.4897 A [vacuum],129.38063953484107,128.0,1.380639534841066,128.0,1.380639534841066
nist-selected-same-element,Helium He II 256.3177 A [vacuum],Helium He II 1640.4897 A [vacuum],129.38063953484107,128.0,1.380639534841066,128.0,1.380639534841066
nist-selected-self,Sodium Na II 2871.2800 A [air],Sodium Na II 4455.2300 A [air],30.619301732725035,32.0,1.3806982672749655,32.0,1.3806982672749655
nist-selected-same-element,Sodium Na II 2871.2800 A [air],Sodium Na II 4455.2300 A [air],30.619301732725035,32.0,1.3806982672749655,32.0,1.3806982672749655
nist-selected-self,Sodium Na II 2901.1400 A [air],Cesium Cs II 4501.5500 A [air],30.6191104230611,32.0,1.3808895769388982,32.0,1.3808895769388982
nist-selected-self,Helium He II 256.3166 A [vacuum],Helium He II 1640.4897 A [vacuum],129.3809386432158,128.0,1.3809386432158135,128.0,1.3809386432158135
nist-selected-same-element,Helium He II 256.3166 A [vacuum],Helium He II 1640.4897 A [vacuum],129.3809386432158,128.0,1.3809386432158135,128.0,1.3809386432158135
nist-selected-self,Helium He II 1215.1700 A [vacuum],Sodium Na II 2984.1900 A [air],62.618800406809896,64.0,1.3811995931901038,64.0,1.3811995931901038
nist-selected-self,Sodium Na II 2839.5600 A [air],Cesium Cs I 6973.3000 A [air],62.61845828370497,64.0,1.3815417162950325,64.0,1.3815417162950325
nist-selected-self,Helium He I 2829.0800 A [air],Cesium Cs I 7228.5300 A [air],65.38156916410207,64.0,1.3815691641020749,64.0,1.3815691641020749
nist-selected-self,Sodium Na I 4494.1800 A [air],Cesium Cs I 6973.3000 A [air],30.61822703692542,32.0,1.3817729630745816,32.0,1.3817729630745816
nist-selected-self,Cesium Cs II 12604.2900 A [air],Cesium Cs I 30953.0600 A [air],62.61812174368242,64.0,1.3818782563175773,64.0,1.3818782563175773
nist-selected-same-element,Cesium Cs II 12604.2900 A [air],Cesium Cs I 30953.0600 A [air],62.61812174368242,64.0,1.3818782563175773,64.0,1.3818782563175773
nist-selected-self,Helium He I 2763.8000 A [air],Cesium Cs II 4288.3800 A [air],30.61802845793045,32.0,1.3819715420695502,32.0,1.3819715420695502
nist-selected-self,Sodium Na II 3149.2800 A [air],Cesium Cs II 12735.5200 A [air],97.38199858438475,96.0,1.3819985843847462,96.0,1.3819985843847462
nist-selected-self,Helium He I 4143.7600 A [air],Cesium Cs II 10176.0200 A [air],62.61782571261847,64.0,1.382174287381531,64.0,1.382174287381531
nist-selected-self,Sodium Na II 3061.3500 A [air],Cesium Cs I 6217.6000 A [air],49.38221445043837,48.0,1.3822144504383687,48.0,1.3822144504383687
nist-selected-self,Helium He I 4713.1460 A [air],Cesium Cs I 7608.9000 A [air],33.38224254207125,32.0,1.3822425420712534,32.0,1.3822425420712534
