species,class,order,family,mass_kg,specific_mr,specific_mr_units,source
Marpissa bina,Arachnida,Araneae,Salticidae,0.000168,1.2159244,W/kg,AnimalTraits
Phidippus clarus,Arachnida,Araneae,Salticidae,0.00026,1.390039,W/kg,AnimalTraits
Sarinda hentzi,Arachnida,Araneae,Salticidae,4.6e-06,3.4159748,W/kg,AnimalTraits
Zygoballus rufipes,Arachnida,Araneae,Salticidae,3e-06,1.5713484,W/kg,AnimalTraits
Tetranychus cinnabarinus,Arachnida,Trombidiformes,Tetranychidae,4.94e-09,5.2777778,W/kg,AnimalTraits
Phytoseiulus persimilis,Arachnida,Mesostigmata,Phytoseiidae,8.59e-09,11.5,W/kg,AnimalTraits
Pardosa lugubris,Arachnida,Araneae,Lycosidae,2.24e-05,1.5920801,W/kg,AnimalTraits
Pardosa lugubris,Arachnida,Araneae,Lycosidae,2.14e-05,1.5201217,W/kg,AnimalTraits
Marpissa muscosa,Arachnida,Araneae,Salticidae,3.91e-05,1.2682672,W/kg,AnimalTraits
Marpissa muscosa,Arachnida,Araneae,Salticidae,2.75e-05,1.3042464,W/kg,AnimalTraits
Pholcus phalangioideus,Arachnida,Araneae,Pholcidae,2.76e-05,1.3312308,W/kg,AnimalTraits
Pholcus phalangioideus,Arachnida,Araneae,Pholcidae,1.13e-05,1.5471061,W/kg,AnimalTraits
Aphonopelma anax,Arachnida,Araneae,Theraphosidae,0.01319,0.073251219,W/kg,AnimalTraits
Aphonopelma anax,Arachnida,Araneae,Theraphosidae,0.00778,0.16299691,W/kg,AnimalTraits
Damon annulatipes,Arachnida,Amblypygi,Phrynichidae,0.00064,0.48075242,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,1.44e-05,3.4722222,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,2.35e-05,4.4444444,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,1.6e-05,3.8541667,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,1.53e-05,3.1953522,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,2.45e-05,2.585034,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,1.72e-05,3.4237726,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,1.4e-05,4.2063492,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,2.04e-05,3.8126362,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,1.55e-05,3.0824373,W/kg,AnimalTraits
Metazygia rogenhoferi,Arachnida,Araneae,Araneidae,1.79e-05,3.5692117,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,3.43e-05,1.7654681,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,3.01e-05,1.3473606,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.48e-05,1.9265233,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.86e-05,1.7871018,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,5.11e-05,2.3157208,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,5.32e-05,1.1487051,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,3.48e-05,1.2452107,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.42e-05,1.3314968,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.8e-05,1.25,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.74e-05,1.5206813,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.8e-05,1.8452381,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,3.01e-05,2.3071244,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,4.43e-05,2.0817657,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.42e-05,1.8595041,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,4.7e-05,1.8794326,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.45e-05,1.5192744,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.87e-05,1.3743709,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,2.92e-05,1.4649924,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,6.37e-05,1.39543,W/kg,AnimalTraits
Zosis geniculata,Arachnida,Araneae,Uloboridae,5.01e-05,1.3750277,W/kg,AnimalTraits
Mecynogea lemniscata,Arachnida,Araneae,Araneidae,4.7e-05,1.2293144,W/kg,AnimalTraits
Micrathena sagittata,Arachnida,Araneae,Araneidae,5.2e-05,0.96153846,W/kg,AnimalTraits
Nephila clavipes,Arachnida,Araneae,Araneidae,0.000848,1.4546091,W/kg,AnimalTraits
Amblyomma americanum,Arachnida,Ixodida,Ixodidae,3.1e-06,0.46296296,W/kg,AnimalTraits
Amblyomma maculatum,Arachnida,Ixodida,Ixodidae,4.5e-06,0.37774093,W/kg,AnimalTraits
Amblyomma cajenense,Arachnida,Ixodida,Ixodidae,7.5e-06,0.24216524,W/kg,AnimalTraits
Dermacentor andersoni,Arachnida,Ixodida,Ixodidae,2.07e-05,0.16389336,W/kg,AnimalTraits
Dermacentor variabilis,Arachnida,Ixodida,Ixodidae,5.6e-06,0.30753968,W/kg,AnimalTraits
Ornithodoros moubata,Arachnida,Ixodida,Argasidae,1.32e-05,0.20634587,W/kg,AnimalTraits
Cilliba cassidea,Arachnida,Mesostigmata,Uropodidae,1.025e-07,1.6467731,W/kg,AnimalTraits
Cilliba cassidea,Arachnida,Mesostigmata,Uropodidae,9.71e-08,1.7787664,W/kg,AnimalTraits
Epicrius mollis,Arachnida,Mesostigmata,Epicriidae,3.95e-08,3.3234019,W/kg,AnimalTraits
Epicrius mollis,Arachnida,Mesostigmata,Epicriidae,5.73e-08,2.5000153,W/kg,AnimalTraits
Pergamasus crassipes,Arachnida,Mesostigmata,Parasitidae,2.88e-07,3.9912249,W/kg,AnimalTraits
Pergamasus crassipes,Arachnida,Mesostigmata,Parasitidae,3.401e-07,6.1424009,W/kg,AnimalTraits
Aphonopelma eutylenum,Arachnida,Araneae,Theraphosidae,0.01503,0.12309624,W/kg,AnimalTraits
Aphonopelma eutylenum,Arachnida,Araneae,Theraphosidae,0.00868,0.50627898,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,9.72e-05,0.74589225,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,9.61e-05,1.0818242,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,0.0001112,1.2547635,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,7.62e-05,0.65524601,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,0.0001979,0.95043713,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,0.0002917,0.60963994,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,0.0003279,1.0033216,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,0.0001655,0.97946031,W/kg,AnimalTraits
Loxosceles laeta,Arachnida,Araneae,Sicariidae,0.0001839,1.245947,W/kg,AnimalTraits
Loxosceles deserta,Arachnida,Araneae,Sicariidae,7.9e-05,0.78786316,W/kg,AnimalTraits
Loxosceles deserta,Arachnida,Araneae,Sicariidae,6.32e-05,0.63851547,W/kg,AnimalTraits
Plectreurys tristis,Arachnida,Araneae,Plectreuridae,0.0003404,0.41994579,W/kg,AnimalTraits
Plectreurys tristis,Arachnida,Araneae,Plectreuridae,8.1e-05,0.7346335,W/kg,AnimalTraits
Plectreurys sp.,Arachnida,Araneae,Plectreuridae,6.47e-05,0.51799825,W/kg,AnimalTraits
Steatoda medialis,Arachnida,Araneae,Theridiidae,2.43e-05,3.4902128,W/kg,AnimalTraits
Latrodectus mactans,Arachnida,Araneae,Theridiidae,0.0003505,2.043126,W/kg,AnimalTraits
Latrodectus mactans,Arachnida,Araneae,Theridiidae,4.82e-05,8.1877631,W/kg,AnimalTraits
Latrodectus mactans,Arachnida,Araneae,Theridiidae,0.000169,3.5574488,W/kg,AnimalTraits
Frontinella pyramitela,Arachnida,Araneae,Linyphiidae,4.6e-06,2.6764009,W/kg,AnimalTraits
Frontinella pyramitela,Arachnida,Araneae,Linyphiidae,4.8e-06,4.7022877,W/kg,AnimalTraits
Frontinella pyramitela,Arachnida,Araneae,Linyphiidae,7.6e-06,5.7597399,W/kg,AnimalTraits
Cyclosa conica,Arachnida,Araneae,Araneidae,1.05e-05,3.7781151,W/kg,AnimalTraits
Cyclosa conica,Arachnida,Araneae,Araneidae,1.08e-05,3.4831761,W/kg,AnimalTraits
Neoscona oacavensis,Arachnida,Araneae,Araneidae,0.0001406,1.138327,W/kg,AnimalTraits
Neoscona oacavensis,Arachnida,Araneae,Araneidae,0.0001931,1.1192866,W/kg,AnimalTraits
Argiope aurantia,Arachnida,Araneae,Araneidae,0.000258,1.5720686,W/kg,AnimalTraits
Argiope aurantia,Arachnida,Araneae,Araneidae,0.000858,1.2204624,W/kg,AnimalTraits
Argiope aurantia,Arachnida,Araneae,Araneidae,0.000853,1.4048229,W/kg,AnimalTraits
Agelenopsis aperta,Arachnida,Araneae,Agelenidae,0.0006325,1.5517718,W/kg,AnimalTraits
Agelenopsis aperta,Arachnida,Araneae,Agelenidae,0.000715,1.6252637,W/kg,AnimalTraits
Agelenopsis aperta,Arachnida,Araneae,Agelenidae,0.0003208,1.134263,W/kg,AnimalTraits
Schizocosa pacifica,Arachnida,Araneae,Lycosidae,0.0005121,1.1272602,W/kg,AnimalTraits
Peucetia viridans,Arachnida,Araneae,Oxyopidae,0.0001616,0.55445516,W/kg,AnimalTraits
Peucetia viridans,Arachnida,Araneae,Oxyopidae,0.0001332,1.966668,W/kg,AnimalTraits
Peucetia longipalpis,Arachnida,Araneae,Oxyopidae,0.0002574,1.0788324,W/kg,AnimalTraits
Zelotes rusticus,Arachnida,Araneae,Gnaphosidae,5.25e-05,0.82076294,W/kg,AnimalTraits
Liocranoides sp.,Arachnida,Araneae,Clubionidae,0.0001455,0.68631953,W/kg,AnimalTraits
Misumenoidea formosipes,Arachnida,Araneae,Thomisidae,4.87e-05,2.415661,W/kg,AnimalTraits
Misumenoidea sp.,Arachnida,Araneae,Thomisidae,2.79e-05,1.1767211,W/kg,AnimalTraits
Misumenoidea sp.,Arachnida,Araneae,Thomisidae,3.6e-05,1.0069545,W/kg,AnimalTraits
Misumenoidea sp.,Arachnida,Araneae,Thomisidae,3e-05,1.55033,W/kg,AnimalTraits
Misumenoidea sp.,Arachnida,Araneae,Thomisidae,4.23e-05,1.0348469,W/kg,AnimalTraits
Metaphidippus vitis,Arachnida,Araneae,Salticidae,5.7e-06,3.1198591,W/kg,AnimalTraits
Menemerus bivittatus,Arachnida,Araneae,Salticidae,2.79e-05,2.4760172,W/kg,AnimalTraits
Phidippus johnsoni,Arachnida,Araneae,Salticidae,0.000173,0.90536953,W/kg,AnimalTraits
Alaskozeres antarcticus,Arachnida,Sarcoptiformes,Ameronothridae,2.2999e-07,3.7699791,W/kg,AnimalTraits
Lycosa howarthi,Arachnida,Araneae,Lycosidae,0.0001844,1.4628349,W/kg,AnimalTraits
Lycosa sp.,Arachnida,Araneae,Lycosidae,0.000123,0.97435313,W/kg,AnimalTraits
Empidonax occidentalis,Aves,Passeriformes,Tyrannidae,0.01172,23.634812,W/kg,AnimalTraits
Parus gambeli,Aves,Passeriformes,Paridae,0.01165,27.982833,W/kg,AnimalTraits
Certhia americana,Aves,Passeriformes,Certhiidae,0.00747,30.38822,W/kg,AnimalTraits
Sitta canadensis,Aves,Passeriformes,Sittidae,0.01038,28.034682,W/kg,AnimalTraits
Sitta carolinensis,Aves,Passeriformes,Sittidae,0.01767,23.203169,W/kg,AnimalTraits
Sialia mexicana,Aves,Passeriformes,Turdidae,0.02368,18.581081,W/kg,AnimalTraits
Catharus guttatus,Aves,Passeriformes,Turdidae,0.02907,19.642243,W/kg,AnimalTraits
Turdus migratorius,Aves,Passeriformes,Turdidae,0.07311,12.91205,W/kg,AnimalTraits
Pipilo chlorurus,Aves,Passeriformes,Emberizidae,0.03025,19.008264,W/kg,AnimalTraits
Junco hyemalis,Aves,Passeriformes,Emberizidae,0.02199,20.372897,W/kg,AnimalTraits
Oreothlypis celata,Aves,Passeriformes,Parulidae,0.00898,29.732739,W/kg,AnimalTraits
Setophaga coronata,Aves,Passeriformes,Parulidae,0.01267,27.229676,W/kg,AnimalTraits
Cardellina rubrifrons,Aves,Passeriformes,Parulidae,0.00999,26.626627,W/kg,AnimalTraits
Piranga ludoviciana,Aves,Passeriformes,Cardinalidae,0.0283,18.091873,W/kg,AnimalTraits
Pachycephala hypoxantha,Aves,Passeriformes,Pachycephalidae,0.02299,17.355372,W/kg,AnimalTraits
Rhipidura albicollis,Aves,Passeriformes,Rhipiduridae,0.01218,25.369458,W/kg,AnimalTraits
Alophoixus ochraceus,Aves,Passeriformes,Pycnonotidae,0.04912,15.472313,W/kg,AnimalTraits
Orthotomus cuculatus,Aves,Passeriformes,Cettiidae,0.00713,31.556802,W/kg,AnimalTraits
Urosphena whiteheadi,Aves,Passeriformes,Cettiidae,0.0104,28.75,W/kg,AnimalTraits
Yuhina everetti,Aves,Passeriformes,Zosteropidae,0.01381,26.430123,W/kg,AnimalTraits
Zosterops atricapilla,Aves,Passeriformes,Zosteropidae,0.00849,27.679623,W/kg,AnimalTraits
Stachyris nigriceps,Aves,Passeriformes,Timaliidae,0.01567,21.952776,W/kg,AnimalTraits
Trichastoma pyrrogenys,Aves,Passeriformes,Pellorneidae,0.01897,20.664207,W/kg,AnimalTraits
Napothera crassa,Aves,Passeriformes,Pellorneidae,0.02779,16.516733,W/kg,AnimalTraits
Rhinomyias gularis,Aves,Passeriformes,Muscicapidae,0.02558,18.021892,W/kg,AnimalTraits
Brachypteryx montana,Aves,Passeriformes,Muscicapidae,0.02027,22.101628,W/kg,AnimalTraits
Enicurus leschenaulti,Aves,Passeriformes,Muscicapidae,0.03569,17.063603,W/kg,AnimalTraits
Myophonus borneensis,Aves,Passeriformes,Muscicapidae,0.11625,12.137634,W/kg,AnimalTraits
Ficedula hyperythra,Aves,Passeriformes,Muscicapidae,0.00844,27.251185,W/kg,AnimalTraits
Aethopyga siparaja,Aves,Passeriformes,Nectariniidae,0.00601,29.284526,W/kg,AnimalTraits
Cossypha caffra,Aves,Passeriformes,Muscicapidae,0.02999,21.773925,W/kg,AnimalTraits
Erythropygia coryphaeus,Aves,Passeriformes,Muscicapidae,0.021,19.142857,W/kg,AnimalTraits
Pycnonotus capensis,Aves,Passeriformes,Pycnonotidae,0.03436,22.875437,W/kg,AnimalTraits
Prinia maculosa,Aves,Passeriformes,Cisticolidae,0.00919,36.779108,W/kg,AnimalTraits
Apalis thoracica,Aves,Passeriformes,Cisticolidae,0.01149,26.718886,W/kg,AnimalTraits
Zosterops virens,Aves,Passeriformes,Zosteropidae,0.01087,37.442502,W/kg,AnimalTraits
Sphenoeacus afer,Aves,Passeriformes,Macrosphenidae,0.02805,16.898396,W/kg,AnimalTraits
Sylvietta rufescens,Aves,Passeriformes,Macrosphenidae,0.01157,28.262748,W/kg,AnimalTraits
Sylvia subcaerulea,Aves,Passeriformes,Sylviidae,0.0132,28.333333,W/kg,AnimalTraits
Serinus flaviventris,Aves,Passeriformes,Fringillidae,0.01605,24.859813,W/kg,AnimalTraits
Serinus albogularis,Aves,Passeriformes,Fringillidae,0.0305,20.983607,W/kg,AnimalTraits
Emberiza capensis,Aves,Passeriformes,Emberizidae,0.0199,23.567839,W/kg,AnimalTraits
Colius colius,Aves,Passeriformes,Coliidae,0.04521,16.036275,W/kg,AnimalTraits
Telophorus zeylonus,Aves,Passeriformes,Malaconotidae,0.06765,16.821877,W/kg,AnimalTraits
Cisticola subruficapilla,Aves,Passeriformes,Cisticolidae,0.01015,29.359606,W/kg,AnimalTraits
Anthoscopus minutus,Aves,Passeriformes,Remizidae,0.0069,32.318841,W/kg,AnimalTraits
Nectarinia chalybea,Aves,Passeriformes,Nectariniidae,0.00808,36.881188,W/kg,AnimalTraits
Hirundo tahitica,Aves,Passeriformes,Hirundinidae,0.01407,16.605556,W/kg,AnimalTraits
Merops viridis,Aves,Coraciiformes,Meropidae,0.03381,11.594444,W/kg,AnimalTraits
Apteryx owenii,Aves,Apterygiformes,Apterygidae,0.666,1.7417417,W/kg,AnimalTraits
Apteryx owenii,Aves,Apterygiformes,Apterygidae,1.525,2.242623,W/kg,AnimalTraits
Apteryx owenii,Aves,Apterygiformes,Apterygidae,1.525,1.6721311,W/kg,AnimalTraits
Apteryx australis,Aves,Apterygiformes,Apterygidae,1.85,1.9351351,W/kg,AnimalTraits
Apteryx australis,Aves,Apterygiformes,Apterygidae,3.07,1.267101,W/kg,AnimalTraits
Apteryx australis,Aves,Apterygiformes,Apterygidae,2.15,1.9209302,W/kg,AnimalTraits
Apteryx australis,Aves,Apterygiformes,Apterygidae,2.08,2.1105769,W/kg,AnimalTraits
Apteryx australis,Aves,Apterygiformes,Apterygidae,2.22,2.045045,W/kg,AnimalTraits
Apteryx australis,Aves,Apterygiformes,Apterygidae,2.68,1.5373134,W/kg,AnimalTraits
Apteryx haasti,Aves,Apterygiformes,Apterygidae,2.21,1.5837104,W/kg,AnimalTraits
Apteryx haasti,Aves,Apterygiformes,Apterygidae,2.87,1.6968641,W/kg,AnimalTraits
Dromaius novaehollandiae,Aves,Casuariiformes,Casuariidae,44.61,1.0316073,W/kg,AnimalTraits
Dromaius novaehollandiae,Aves,Casuariiformes,Casuariidae,38.76,1.003096,W/kg,AnimalTraits
Dromaius novaehollandiae,Aves,Casuariiformes,Casuariidae,35.41,1.1968371,W/kg,AnimalTraits
Dromaius novaehollandiae,Aves,Casuariiformes,Casuariidae,36.92,1.2616468,W/kg,AnimalTraits
Psaltriparus minimus,Aves,Passeriformes,Aegithalidae,0.0055,22,W/kg,AnimalTraits
Drepanis coccinea,Aves,Passeriformes,Fringillidae,0.015,20.675556,W/kg,AnimalTraits
